post_id,path,date,time,rubric,status,topic,title,tier,timezone,cultural_zone,factcheck_confidence,visual_status
SW-15.02-20-00-SweetDream-Powder,2026/02/15/SW-15.02-20-00-SweetDream-Powder.md,2026-02-15,20:02,"Текстура, Пудра, Гедонизм",ГОТОВ (VISUAL LAYOUT V3.0 - RECIPE CARD),#SWEET_DREAM: САХАРНАЯ ПУДРА. ТЕКСТУРА НЕВЕСОМОСТИ.,,,Europe/Riga,,,
SW-15.02-22-00-CozyCup-Latte,2026/02/15/SW-15.02-22-00-CozyCup-Latte.md,2026-02-15,22:02,"Уют, Латте, Гедонизм",ГОТОВ (VISUAL LAYOUT V3.0 - RECIPE CARD),#COZY_CUP: ЛАТТЕ С СОЛЕНОЙ КАРАМЕЛЬЮ. ВЕЧЕРНИЙ РИТУАЛ.,,,Europe/Riga,,,
AC-16.02-08-00-GlobalRadar,2026/02/16/AC-16.02-08-00-GlobalRadar.md,2026-02-16,08:02,"Радар, ГлобальныйСписок, Вена2026",ГОТОВ (THE MANUSCRIPT V3.0),GLOBAL EVENT RADAR: ULTIMATE LIST. 16.02.,,,Europe/Riga,,,
AC-16.02-10-15-RitualKey-Monday,2026/02/16/AC-16.02-10-15-RitualKey-Monday.md,2026-02-16,10:02,"Понедельник, Сакральное, Порог",ГОТОВ (VISUAL LAYOUT V3.0 - MANUSCRIPT),#RITUAL_KEY: РИТУАЛ ПОРОГА. АРХИТЕКТУРА ПОНЕДЕЛЬНИКА.,,,Europe/Riga,,,
AC-16.02-12-30-SymbolCode-Keys,2026/02/16/AC-16.02-12-30-SymbolCode-Keys.md,2026-02-16,12:02,"Символизм, Порог, Доступ, Рациональность",ГОТОВ (VISUAL LAYOUT V3.0 - MANUSCRIPT),#SYMBOL_CODE: КЛЮЧИ И ПОРОГИ. МАГИЯ ОТКРЫТИЯ ДВЕРЕЙ.,,,Europe/Riga,,,
AC-16.02-15-00-HistoryMystery-Templars,2026/02/16/AC-16.02-15-00-HistoryMystery-Templars.md,2026-02-16,15:02,"Тамплиеры, Томар, Мистерия",ГОТОВ (VISUAL LAYOUT V3.0 - MANUSCRIPT),#HISTORY_MYSTERY: СОКРОВИЩА ТАМПЛИЕРОВ. ГЕОМЕТРИЯ ТАЙНЫ.,,,Europe/Riga,,,
AC-16.02-17-30-SacredPerson-Nietzsche,2026/02/16/AC-16.02-17-30-SacredPerson-Nietzsche.md,2026-02-16,17:02,"Философия, Ницше, Воля, Сверхчеловек",ГОТОВ (VISUAL LAYOUT V3.0 - MANUSCRIPT),#SACRED_PERSON: ФРИДРИХ НИЦШЕ. ВОЛЯ К ЖИЗНИ КАК АРХИТЕКТУРНЫЙ АКТ.,,,Europe/Riga,,,
AC-16.02-20-00-NightOmen-Flight,2026/02/16/AC-16.02-20-00-NightOmen-Flight.md,2026-02-16,20:02,"Ночь, Полет, Токио, Минимализм",ГОТОВ (VISUAL LAYOUT V3.0 - MANUSCRIPT),#NIGHT_OMEN: СНЫ О ПОЛЕТАХ. ВЕРТИКАЛЬНАЯ СВОБОДА.,,,Europe/Riga,,,
NB-16.02-08-45-PlaceOfPower-Yunnan,2026/02/16/NB-16.02-08-45-PlaceOfPower-Yunnan.md,2026-02-16,08:02,"Китай, Юньнань, Традиции, Рассвет",ГОТОВ (VISUAL LAYOUT V3.0 - TRAVEL LOG),#PLACE_OF_POWER: ЮНЬНАНЬ. ТЕРРАСЫ ВРЕМЕНИ.,,,Europe/Riga,,,
NB-16.02-11-00-CraftMagic-Lantern,2026/02/16/NB-16.02-11-00-CraftMagic-Lantern.md,2026-02-16,11:02,"Китай, Ремесло, Фонари, Традиции",ГОТОВ (VISUAL LAYOUT V3.0 - TRAVEL LOG),#CRAFT_MAGIC: КРАСНЫЙ ФОНАРЬ. ГЕОМЕТРИЯ СВЕТА.,,,Europe/Riga,,,
NB-16.02-13-15-StreetVibe-HongKong,2026/02/16/NB-16.02-13-15-StreetVibe-HongKong.md,2026-02-16,13:02,"Гонконг, КитайскийНовыйГод, Неон, Вайб",ГОТОВ (VISUAL LAYOUT V3.0 - TRAVEL LOG),#STREET_VIBE: ГОНКОНГ. НЕОНОВОЕ ПРЕДЧУВСТВИЕ.,,,Europe/Riga,,,
NB-16.02-16-00-FolkLegend-Nian,2026/02/16/NB-16.02-16-00-FolkLegend-Nian.md,2026-02-16,16:02,"Китай, Мифология, Защита, Традиции",ГОТОВ (VISUAL LAYOUT V3.0 - TRAVEL LOG),#FOLK_LEGEND: НЯНЬ. ПОЧЕМУ МЫ ЗАЖИГАЕМ КРАСНЫЙ.,,,Europe/Riga,,,
NB-16.02-18-00-VisualJourney-Dragon,2026/02/16/NB-16.02-18-00-VisualJourney-Dragon.md,2026-02-16,18:02,"Китай, Шанхай, Киберпанк, Дракон",ГОТОВ (VISUAL LAYOUT V3.0 - TRAVEL LOG),#VISUAL_JOURNEY: НЕОНОВЫЙ ДРАКОН. ШАНХАЙ.,,,Europe/Riga,,,
SW-16.02-09-30-SignatureCake-OatmealCookies,2026/02/16/SW-16.02-09-30-SignatureCake-OatmealCookies.md,2026-02-16,09:02,"Рецепт, Стокгольм, Текстура, Утро",ГОТОВ (VISUAL LAYOUT V3.0 - RECIPE CARD),#SIGNATURE_CAKE: ОВСЯНОЕ ПЕЧЕНЬЕ С ТЕМНЫМ ШОКОЛАДОМ.,,,Europe/Riga,,,
SW-16.02-11-45-CozyDrink-EspressoTonic,2026/02/16/SW-16.02-11-45-CozyDrink-EspressoTonic.md,2026-02-16,11:02,"Напиток, Кофе, Гедонизм",ГОТОВ (VISUAL LAYOUT V3.0 - RECIPE CARD),#COZY_DRINK: ЭСПРЕССО-ТОНИК. ЛЕДЯНАЯ ЭНЕРГИЯ ПОНЕДЕЛЬНИКА.,,,Europe/Riga,,,
SW-16.02-14-00-SeasonTaste-Granola,2026/02/16/SW-16.02-14-00-SeasonTaste-Granola.md,2026-02-16,14:02,"Гранола, Хруст, Рецепт",ГОТОВ (VISUAL LAYOUT V3.0 - RECIPE CARD),#SEASON_TASTE: ГРАНОЛА: ЗОЛОТО УТРА. КАРАМЕЛЬНЫЙ ХРУСТ.,,,Europe/Riga,,,
SW-16.02-17-00-ChocolateRitual-Dark85,2026/02/16/SW-16.02-17-00-ChocolateRitual-Dark85.md,2026-02-16,17:02,"Шоколад, Ритуал, Гедонизм",ГОТОВ (VISUAL LAYOUT V3.0 - RECIPE CARD),#CHOCOLATE_RITUAL: ТЕМНЫЙ ШОКОЛАД 85%. ЧИСТАЯ ЭНЕРГИЯ.,,,Europe/Riga,,,
SW-16.02-21-00-SweetDream-CookieCrunch,2026/02/16/SW-16.02-21-00-SweetDream-CookieCrunch.md,2026-02-16,21:02,"Печенье, Текстура, Сон",ГОТОВ (VISUAL LAYOUT V3.0 - RECIPE CARD),#SWEET_DREAM: ХРУСТ ПЕЧЕНЬЯ. ЗВУК ВЕЧЕРНЕЙ ТИШИНЫ.,,,Europe/Riga,,,
YV_Cup_Results_Group_A_17.03,2026/03/17/YV_Cup_Results_Group_A_17.03.md,2026-03-17,,"TOURNAMENT, RESULTS",ГОТОВ (EDITORIAL ANALYST V4.0),ИТОГИ ГРУППЫ А. ГРУЗИЯ И АЛБАНИЯ В ПЛЕЙ-ОФФ.,,,Europe/Riga,,,
YV_Cup_Results_Group_B_17.03,2026/03/17/YV_Cup_Results_Group_B_17.03.md,2026-03-17,,"TOURNAMENT, RESULTS",ГОТОВ (EDITORIAL ANALYST V4.0),ИТОГИ ГРУППЫ B. ШВЕЦИЯ И БРИТАНИЯ В ПЛЕЙ-ОФФ.,,,Europe/Riga,,,
YV_EuroGroove_Reminder_17.03,2026/03/17/YV_EuroGroove_Reminder_17.03.md,2026-03-17,,CHART_REMINDER,ГОТОВ (EDITORIAL ANALYST V4.0),НАПОМИНАНИЕ: ЭФИР EUROGROOVE - ЧЕРЕЗ 10 МИНУТ,,,Europe/Riga,,,
YV_EuroGroove_Results_17.03,2026/03/17/YV_EuroGroove_Results_17.03.md,2026-03-17,,"Чарты, Результаты, Топ-24",ГОТОВ (EDITORIAL ANALYST V4.0),ИТОГИ ЧАРТА EUROGROOVE: MULTIVERSE RUNNERS UP,,,Europe/Riga,,,
YV_WorldSound_Announce_17.03,2026/03/17/YV_WorldSound_Announce_17.03.md,2026-03-17,,"CHART_ANNOUNCE, STANDARD",ГОТОВ (EDITORIAL ANALYST V4.0),АНОНС ЧАРТА WORLDSOUND: AIRWAVE VELOCITY,,,Europe/Riga,,,
AL-20.03-09-00-MANIFESTO,2026/03/20/AL-20.03-09-00-MANIFESTO.md,2026-03-20,09:03,"Marginalia, Personal",ГОТОВ (EDITORIAL ANALYST V4.0),Возвращение. От хаоса к Маргиналиям.,,,Europe/Riga,,,
AL-20.03-11-33-ENTRY-01-EQUINOX,2026/03/20/AL-20.03-11-33-ENTRY-01-EQUINOX.md,2026-03-20,11:03,"Marginalia, Equinox",ГОТОВ (EDITORIAL ANALYST V4.0),"Грамматика равновесия: Лимон, мак и точка пересечения.",,,Europe/Riga,,,
AL-21.03-09-00-FRAGMENT-03,2026/03/21/AL-21.03-09-00-FRAGMENT-03.md,2026-03-21,09:03,"Marginalia, Modernism",ГОТОВ (EDITORIAL ANALYST V4.0),Фрагмент №03: О плуге времени. Всемирный день поэзии.,,,Europe/Riga,,,
AL-21.03-18-00-TEXT-02,2026/03/21/AL-21.03-18-00-TEXT-02.md,2026-03-21,18:03,"Marginalia, NordicBaking",ГОТОВ (EDITORIAL ANALYST V4.0),Текст №02: Кардамоновые узлы. Специя северного ветра.,,,Europe/Riga,,,
AL-22.03-09-00-SOURCE-01,2026/03/22/AL-22.03-09-00-SOURCE-01.md,2026-03-22,09:03,"Marginalia, BalticMyth",ГОТОВ (EDITORIAL ANALYST V4.0),Первоисточник №01: Лайма и искусство невидимого плетения.,,,Europe/Riga,,,
AL-22.03-18-00-TEXT-03,2026/03/22/AL-22.03-18-00-TEXT-03.md,2026-03-22,18:03,"Marginalia, Efficiency",ГОТОВ (EDITORIAL ANALYST V4.0),Текст №03: Творожные лепешки на сковороде. Ода легкости.,,,Europe/Riga,,,
AL-23.03-20-45-EVENING-LIGHT,2026/03/23/AL-23.03-20-45-EVENING-LIGHT.md,2026-03-23,20:03,THE_CALENDAR,ГОТОВ (EDITORIAL ANALYST V4.0),HE CALENDAR: Вечерний свет и ритм понедельника.,,,Europe/Riga,,,
AL-23.03-22-15-NIGHT-BREAD,2026/03/23/AL-23.03-22-15-NIGHT-BREAD.md,2026-03-23,22:03,THE_TEXT,ГОТОВ (EDITORIAL ANALYST V4.0),HE TEXT: Ритуал ночного хлеба и балтийская рожь.,,,Europe/Riga,,,
AL-24.03-09-00-PAUSE-ARCHITECTURE,2026/03/24/AL-24.03-09-00-PAUSE-ARCHITECTURE.md,2026-03-24,09:03,THE_FRAGMENT,ГОТОВ (EDITORIAL ANALYST V4.0),HE FRAGMENT: Архитектура паузы и роскошь тишины.,,,Europe/Riga,,,
AL-24.03-18-00-FEAST-OF-LOTS,2026/03/24/AL-24.03-18-00-FEAST-OF-LOTS.md,2026-03-24,18:03,THE_CALENDAR,ГОТОВ (EDITORIAL ANALYST V4.0),HE CALENDAR: Пир жребия и глобальный ритуал обмена.,,,Europe/Riga,,,
AL-25.03-12-25-STORK-DAY,2026/03/25/AL-25.03-12-25-STORK-DAY.md,2026-03-25,12:03,HERITAGE,ГОТОВ (EDITORIAL ANALYST V4.0),[HERITAGE] День Аиста (Bārbaļu diena),,,Europe/Riga,,,
AL-25.03-18-00-BIRDS-MILK,2026/03/25/AL-25.03-18-00-BIRDS-MILK.md,2026-03-25,18:03,RECIPE,ГОТОВ (EDITORIAL ANALYST V4.0),[RECIPE] Птичье молоко: Технология невесомости,,,Europe/Riga,,,
AL-26.03-09-00-DRAFTS-ODE,2026/03/26/AL-26.03-09-00-DRAFTS-ODE.md,2026-03-26,09:03,"SOURCE, Marginalia",ГОТОВ (EDITORIAL ANALYST V4.0),[SOURCE] Drafts: Ода черновикам,,,Europe/Riga,,,
AL-26.03-18-00-LEMON-CURD,2026/03/26/AL-26.03-18-00-LEMON-CURD.md,2026-03-26,18:03,"TEXTS, Patisserie",ГОТОВ (EDITORIAL ANALYST V4.0),[TEXTS] Лимонный курд: Алхимия кислоты,,,Europe/Riga,,,
AL-27.03-09-00-THEATRE-DAY,2026/03/27/AL-27.03-09-00-THEATRE-DAY.md,2026-03-27,09:03,"CALENDAR, Marginalia",ГОТОВ (EDITORIAL ANALYST V4.0),[CALENDAR] Всемирный день театра: Анатомия Маски,,,Europe/Riga,,,
AL-27.03-18-00-BIEZPIENA-SACEPUMS,2026/03/27/AL-27.03-18-00-BIEZPIENA-SACEPUMS.md,2026-03-27,18:03,"TEXTS, Patisserie",ГОТОВ (EDITORIAL ANALYST V4.0),[TEXTS] Biezpiena sacepums: Технология домашнего уюта,,,Europe/Riga,,,
AL-28.03-09-00-NARCISSUS-DEPTH,2026/03/28/AL-28.03-09-00-NARCISSUS-DEPTH.md,2026-03-28,09:03,"SOURCE, Marginalia",ГОТОВ (EDITORIAL ANALYST V4.0),[SOURCE] Океан внутри: Миф о Нарциссе,,,Europe/Riga,,,
AL-28.03-18-00-BAKERY-Rye-Chips,2026/03/28/AL-28.03-18-00-BAKERY-Rye-Chips.md,2026-03-28,18:03,BAKERY,ГОТОВ (EDITORIAL ANALYST V4.0),Ржаные чипсы: Искусство вычитания,,,Europe/Riga,,,
AL-28.03-18-00-RYE-CHIPS,2026/03/28/AL-28.03-18-00-RYE-CHIPS.md,2026-03-28,18:03,"TEXTS, Patisserie",ГОТОВ (EDITORIAL ANALYST V4.0),[TEXTS] Ржаные чипсы с солью: Искусство вычитания,,,Europe/Riga,,,
AL-28.03-21-00-LISTS-Sad-Books,2026/03/28/AL-28.03-21-00-LISTS-Sad-Books.md,2026-03-28,21:03,LISTS,ГОТОВ (EDITORIAL ANALYST V4.0),"Топ-5 книг, которые лечат грустью",,,Europe/Riga,,,
AL-29.03-09-00-MARCH-EDGES,2026/03/29/AL-29.03-09-00-MARCH-EDGES.md,2026-03-29,09:03,"CALENDAR, Marginalia",ГОТОВ (EDITORIAL ANALYST V4.0),[CALENDAR] Переход: Края Марта,,,Europe/Riga,,,
AL-29.03-18-00-ART-NOUVEAU-MYTH,2026/03/29/AL-29.03-18-00-ART-NOUVEAU-MYTH.md,2026-03-29,18:03,"FRAGMENT, Marginalia",ГОТОВ (EDITORIAL ANALYST V4.0),[FRAGMENT] Югендстиль: Застывший миф,,,Europe/Riga,,,
YV_Asia_Launch,2026/03/29/YV_Asia_Launch.md,2026-03-29,,"FLASH, ASIA",ГОТОВ (EDITORIAL ANALYST V4.0),Анонс Eurovision Song Contest Asia 2026,,,Europe/Riga,,,
YV_Asia_Recap_March,2026/03/29/YV_Asia_Recap_March.md,2026-03-29,,INSIDER,ГОТОВ (EDITORIAL ANALYST V4.0),Дайджест новостей Eurovision Asia: Бангкок утвержден,,,Europe/Riga,,,
YV_Cup_Results_Battle_04,2026/03/29/YV_Cup_Results_Battle_04.md,2026-03-29,,RESULTS,ГОТОВ (EDITORIAL ANALYST V4.0),Итоги 1/8 финала: Паритет 50/50 и победа Грузии.,,,Europe/Riga,,,
AL-30.03-09-00-APRIL-PREMONITION,2026/03/30/AL-30.03-09-00-APRIL-PREMONITION.md,2026-03-30,09:03,"CALENDAR, Marginalia",ГОТОВ (EDITORIAL ANALYST V4.0),[CALENDAR] Апрельские тизеры: Предчувствие,,,Europe/Riga,,,
AL-30.03-18-00-PERSEPHONE-PHYSICS,2026/03/30/AL-30.03-18-00-PERSEPHONE-PHYSICS.md,2026-03-30,18:03,"SOURCE, Marginalia",ГОТОВ (EDITORIAL ANALYST V4.0),[SOURCE] Миф о Персефоне: Физика возвращения,,,Europe/Riga,,,
AL-31.03-09-00-FRAGMENT-B,2026/03/31/AL-31.03-09-00-FRAGMENT-B.md,2026-03-31,09:03,FRAGMENT,ГОТОВ (EDITORIAL ANALYST V4.0),Тени как негатив города - Философия исчезновения,,,Europe/Riga,,,
AL-31.03-18-00-FINALE-A,2026/03/31/AL-31.03-18-00-FINALE-A.md,2026-03-31,18:03,FINALE,ГОТОВ (EDITORIAL ANALYST V4.0),Мартовское послевкусие - Итоги Marginalia,,,Europe/Riga,,,
YV-31.03-09-00-AL-Fragment,2026/03/31/YV-31.03-09-00-AL-Fragment.md,2026-03-31,09:03,"Almanac, FRAGMENT",ГОТОВ (EDITORIAL ANALYST V4.0),Архитектура тени - Геометрия уходящего марта,,,Europe/Riga,,,
YV-31.03-18-00-AL-Finale,2026/03/31/YV-31.03-18-00-AL-Finale.md,2026-03-31,18:03,"Almanac, FINALE",ГОТОВ (EDITORIAL ANALYST V4.0),Граница сезонов - От Marginalia к Апрелю,,,Europe/Riga,,,
AL-01.04-18-00-BAKERY-Trompe-Loeil,2026/04/01/AL-01.04-18-00-BAKERY-Trompe-Loeil.md,2026-04-01,18:04,BAKERY,ГОТОВ (ALMANAC ARCHIVIST V3.0),Технология Edible Stones (Рецептура и шаги),,,Europe/Riga,,,
AL-01.04-21-00-LISTS-Great-Hoaxes,2026/04/01/AL-01.04-21-00-LISTS-Great-Hoaxes.md,2026-04-01,21:04,LISTS,ГОТОВ (ALMANAC ARCHIVIST V3.1),Топ-5 мистификаций в истории (Методология и Индекс),,,Europe/Riga,,,
AL-02.04-18-00-LORE-Amber-Room,2026/04/02/AL-02.04-18-00-LORE-Amber-Room.md,2026-04-02,18:04,LORE,ГОТОВ (ALMANAC ARCHIVIST V3.1),Янтарь как носитель генетической памяти (История и Миф),,,Europe/Riga,,,
AL-02.04-21-00-CHRONOS-Blue-Hour,2026/04/02/AL-02.04-21-00-CHRONOS-Blue-Hour.md,2026-04-02,21:04,CHRONOS,ГОТОВ (ALMANAC ARCHIVIST V3.1),Феномен «синего часа» (Метафизика перехода),,,Europe/Riga,,,
AL-03.04-18-00-SOURCE-Geometry-Silence,2026/04/03/AL-03.04-18-00-SOURCE-Geometry-Silence.md,2026-04-03,18:04,SOURCE,ГОТОВ (ALMANAC ARCHIVIST V2.0),Геометрия тишины: Пифагорейские концепции в современном эмбиенте,,,Europe/Riga,,,
AL-03.04-21-00-FRAGMENT-Glass-Ghost,2026/04/03/AL-03.04-21-00-FRAGMENT-Glass-Ghost.md,2026-04-03,21:04,FRAGMENT,ГОТОВ (ALMANAC ARCHIVIST V2.0),Стеклянный призрак: Магия отражений в окнах столицы тени,,,Europe/Riga,,,
AL-04.04-18-00-RECIPE-Cloud-Tart,2026/04/04/AL-04.04-18-00-RECIPE-Cloud-Tart.md,2026-04-04,18:04,RECIPE,ГОТОВ (ALMANAC ARCHIVIST V2.0),Облачный тарт: Секреты идеальной обожженной меренги,,,Europe/Riga,,,
AL-04.04-21-00-TEXTS-Poetics-Threshold,2026/04/04/AL-04.04-21-00-TEXTS-Poetics-Threshold.md,2026-04-04,21:04,TEXTS,ГОТОВ (ALMANAC ARCHIVIST V2.0),Поэтика порога: Ожидание как литературная форма,,,Europe/Riga,,,
AL-05.04-18-00-HERITAGE-Ritual-Hearth,2026/04/05/AL-05.04-18-00-HERITAGE-Ritual-Hearth.md,2026-04-05,18:04,HERITAGE,ГОТОВ (ALMANAC ARCHIVIST V2.0),Ритуал очага: Сакральное значение центрального огня,,,Europe/Riga,,,
AL-05.04-21-00-CALENDAR-First-Sprout,2026/04/05/AL-05.04-21-00-CALENDAR-First-Sprout.md,2026-04-05,21:04,CALENDAR,ГОТОВ (ALMANAC ARCHIVIST V2.0),Первый росток: Алхимия раннего цветения в столице тени,,,Europe/Riga,,,
AL-06.04-18-00-SOURCE-Time-Sand,2026/04/06/AL-06.04-18-00-SOURCE-Time-Sand.md,2026-04-06,18:04,SOURCE,ГОТОВ (ALMANAC ARCHIVIST V2.0),Время песка: Метафора неизбежности и циклического возврата,,,Europe/Riga,,,
AL-06.04-21-00-FRAGMENT-Rhythm-Pavement,2026/04/06/AL-06.04-21-00-FRAGMENT-Rhythm-Pavement.md,2026-04-06,21:04,FRAGMENT,ГОТОВ (ALMANAC ARCHIVIST V2.0),Ритм брусчатки: Звук и архитектура городской среды,,,Europe/Riga,,,
AL-07.04-15-04-BAKERY,2026/04/07/AL-07.04-15-04-BAKERY.md,2026-04-07,15:04,UTILITY,ГОТОВ (ALMANAC RECIPE TECHNICIAN V2.0),Тарт Татен: Легенда об ошибке,,,Europe/Riga,,,
AL-07.04-15-04-WORKFLOW,2026/04/07/AL-07.04-15-04-WORKFLOW.md,2026-04-07,15:04,UTILITY,ГОТОВ (ALMANAC ARCHIVIST V1.0),Алгоритм наблюдения за небом,,,Europe/Riga,,,
AL-07.04-18-02-LORE,2026/04/07/AL-07.04-18-02-LORE.md,2026-04-07,18:04,CORE,ГОТОВ (ALMANAC ARCHIVIST V1.0),Миф об Арахне: Ткачиха судеб,,,Europe/Riga,,,
AL-08.04-15-04-BAKERY,2026/04/08/AL-08.04-15-04-BAKERY.md,2026-04-08,15:04,UTILITY,ГОТОВ (ALMANAC RECIPE TECHNICIAN V2.0),Булочки Семла: Шведская сказка,,,Europe/Riga,,,
AL-08.04-18-02-FRAGMENT,2026/04/08/AL-08.04-18-02-FRAGMENT.md,2026-04-08,18:04,CORE,ГОТОВ (ALMANAC ARCHIVIST V1.0),Кицунэ: Лисьи чары,,,Europe/Riga,,,
AL-09.04-15-04-BAKERY,2026/04/09/AL-09.04-15-04-BAKERY.md,2026-04-09,15:04,UTILITY,ГОТОВ (ALMANAC RECIPE TECHNICIAN V2.0),Торт Захер: Дуэль в Вене,,,Europe/Riga,,,
AL-09.04-15-04-LISTS,2026/04/09/AL-09.04-15-04-LISTS.md,2026-04-09,15:04,UTILITY,ГОТОВ (ALMANAC ARCHIVIST V1.0),5 оттенков серого в интерьере,,,Europe/Riga,,,
AL-09.04-18-02-SOURCE,2026/04/09/AL-09.04-18-02-SOURCE.md,2026-04-09,18:04,CORE,ГОТОВ (ALMANAC ARCHIVIST V1.0),Сирин и Алконост: Птицы судьбы,,,Europe/Riga,,,
AL-10.04-15-04-BAKERY,2026/04/10/AL-10.04-15-04-BAKERY.md,2026-04-10,15:04,UTILITY,ГОТОВ (ALMANAC RECIPE TECHNICIAN V2.0),Медовые Мадлен: Пруст и Литература,,,Europe/Riga,,,
AL-10.04-15-04-WORKFLOW,2026/04/10/AL-10.04-15-04-WORKFLOW.md,2026-04-10,15:04,UTILITY,ГОТОВ (ALMANAC ARCHIVIST V1.0),Искусство бумажного дневника,,,Europe/Riga,,,
AL-10.04-18-02-CHRONOS,2026/04/10/AL-10.04-18-02-CHRONOS.md,2026-04-10,18:04,CORE,ГОТОВ (ALMANAC ARCHIVIST V1.0),Янус: Бог порогов и апреля,,,Europe/Riga,,,
AL-11.04-15-04-BAKERY,2026/04/11/AL-11.04-15-04-BAKERY.md,2026-04-11,15:04,UTILITY,ГОТОВ (ALMANAC RECIPE TECHNICIAN V2.0),Торт Павлова: История Балерины,,,Europe/Riga,,,
AL-11.04-18-02-FRAGMENT,2026/04/11/AL-11.04-18-02-FRAGMENT.md,2026-04-11,18:04,CORE,ГОТОВ (ALMANAC ARCHIVIST V1.0),Лабиринт Минотавра: Тень внутри,,,Europe/Riga,,,
AL-12.04-15-04-BAKERY,2026/04/12/AL-12.04-15-04-BAKERY.md,2026-04-12,15:04,UTILITY,ГОТОВ (ALMANAC RECIPE TECHNICIAN V2.0),Десерт Амброзия: Еда Богов,,,Europe/Riga,,,
AL-12.04-15-04-LISTS,2026/04/12/AL-12.04-15-04-LISTS.md,2026-04-12,15:04,UTILITY,ГОТОВ (ALMANAC ARCHIVIST V1.0),"Фильмы, где ничего не происходит",,,Europe/Riga,,,
AL-12.04-18-02-LORE,2026/04/12/AL-12.04-18-02-LORE.md,2026-04-12,18:04,CORE,ГОТОВ (ALMANAC ARCHIVIST V1.0),Иггдрасиль: Мировое Древо,,,Europe/Riga,,,
AL-13.04-15-04-BAKERY-Palmier,2026/04/13/AL-13.04-15-04-BAKERY-Palmier.md,2026-04-13,15:04,"Marginalia, BAKERY",ГОТОВ (ALMANAC ARCHIVIST V2.0),Песочная геометрия: механика идеального слоеного ушка,,,Europe/Riga,,,
AL-13.04-18-02-LORE-SleepingForest,2026/04/13/AL-13.04-18-02-LORE-SleepingForest.md,2026-04-13,18:04,"Marginalia, LORE",ГОТОВ (ALMANAC ARCHIVIST V2.0),Мотив спящего леса в мифологии и сказках,,,Europe/Riga,,,
AL-14.04-15-04-LISTS-FogMovies,2026/04/14/AL-14.04-15-04-LISTS-FogMovies.md,2026-04-14,15:04,"Marginalia, LISTS",ГОТОВ (ALMANAC ARCHIVIST V2.0),4 фильма с идеальным туманом,,,Europe/Riga,,,
AL-14.04-18-02-CHRONOS-FairyTime,2026/04/14/AL-14.04-18-02-CHRONOS-FairyTime.md,2026-04-14,18:04,"Marginalia, CHRONOS",ГОТОВ (ALMANAC ARCHIVIST V2.0),Колесо года: механика перехода от Остары к Белтейну,,,Europe/Riga,,,
AL-15.04-15-04-WORKFLOW-DraftMechanics,2026/04/15/AL-15.04-15-04-WORKFLOW-DraftMechanics.md,2026-04-15,15:04,"Marginalia, WORKFLOW",ГОТОВ (ALMANAC ARCHIVIST V2.0),Механика черновика: почему лучшие мысли рождаются на полях,,,Europe/Riga,,,
AL-15.04-18-02-SOURCE-AndersenIce,2026/04/15/AL-15.04-18-02-SOURCE-AndersenIce.md,2026-04-15,18:04,"Marginalia, SOURCE",ГОТОВ (ALMANAC ARCHIVIST V2.0),Сказки Андерсена: лед и зеркала как символы,,,Europe/Riga,,,
AL-16.04-15-04-BAKERY-CinnamonKnot,2026/04/16/AL-16.04-15-04-BAKERY-CinnamonKnot.md,2026-04-16,15:04,"BAKERY, NARRATIVE",ГОТОВ (ALMANAC ARCHIVIST V2.0),Коричный узел: Геометрия закручивания,,,Europe/Riga,,,
AL-16.04-18-02-SOURCE-Grimm,2026/04/16/AL-16.04-18-02-SOURCE-Grimm.md,2026-04-16,18:04,"SOURCE, MYTH",ГОТОВ (ALMANAC ARCHIVIST V2.0),Братья Гримм: Сахарные домики как архетип соблазна,,,Europe/Riga,,,
AL-17.04-10-00-BAKERY-Medovik,2026/04/17/AL-17.04-10-00-BAKERY-Medovik.md,2026-04-17,10:04,"BAKERY, PATISSERIE",ГОТОВ (ALMANAC ARCHIVIST V2.0),Медовик: Архитектура 12 слоев,,,Europe/Riga,,,
AL-17.04-18-02-CHRONOS-Beltain,2026/04/17/AL-17.04-18-02-CHRONOS-Beltain.md,2026-04-17,18:04,"CHRONOS, RITUAL",ГОТОВ (ALMANAC ARCHIVIST V2.0),Предчувствие Белтейна: Огни в тумане,,,Europe/Riga,,,
AL-18.04-12-00-BAKERY-BlueberryTart,2026/04/18/AL-18.04-12-00-BAKERY-BlueberryTart.md,2026-04-18,12:04,"BAKERY, PATISSERIE",ГОТОВ (ALMANAC ARCHIVIST V2.0),Черничный тарт: Цвет северных сумерек,,,Europe/Riga,,,
AL-18.04-21-00-LORE-EternalOrnament,2026/04/18/AL-18.04-21-00-LORE-EternalOrnament.md,2026-04-18,21:04,"LORE, SYMBOL",ГОТОВ (ALMANAC ARCHIVIST V2.0),Орнамент бесконечности: Космический код в ткани,,,Europe/Riga,,,
AL-19.04-15-04-BAKERY-CottageCheeseCookies,2026/04/19/AL-19.04-15-04-BAKERY-CottageCheeseCookies.md,2026-04-19,15:04,#BAKERY,ГОТОВ (EDITORIAL ANALYST V4.0),Творожное печенье «Белые камни тумана»,,,Europe/Riga,,,
